Entity Type,Original Prompt,Processed Prompt,Sentiment,culture,term
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب بيرند كلاين",neutral,Western,بيرند كلاين
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب ديفيد هاتشر تشايلدريس",neutral,Western,ديفيد هاتشر تشايلدريس
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب فالتر فون در فوغلفايدي",neutral,Western,فالتر فون در فوغلفايدي
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب كريستوفر أندرسن",neutral,Western,كريستوفر أندرسن
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب إديجر نيبيه",neutral,Western,إديجر نيبيه
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب مات زولر ستز",neutral,Western,مات زولر ستز
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب حفيظ بوعزة",neutral,Western,حفيظ بوعزة
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب أليس غوفمان",neutral,Western,أليس غوفمان
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب س. ستيفن إيفانز",neutral,Western,س. ستيفن إيفانز
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب باتي سميث",neutral,Western,باتي سميث
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب إي. لي سبينس",neutral,Western,إي. لي سبينس
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب بينوا كوهن",neutral,Western,بينوا كوهن
authors,"تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب [MASK]","تحكم في عملك ووقتك وحياتك أهم 10 نصائح مستخلصة من كتاب "" الحرية المالية "" للكاتب كريستينا رودريغيز",neutral,Western,كريستينا رودريغيز
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب جلال أمين,neutral,Arab,جلال أمين
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب محمود قحطان,neutral,Arab,محمود قحطان
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب أحمد إسماعيل سمتر,neutral,Arab,أحمد إسماعيل سمتر
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب ناجي صبري,neutral,Arab,ناجي صبري
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب فيصل سعيد المطر,neutral,Arab,فيصل سعيد المطر
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب باسمة يونس,neutral,Arab,باسمة يونس
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب الحسن المراكشي,neutral,Arab,الحسن المراكشي
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب نانسي سليم,neutral,Arab,نانسي سليم
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب حنان الشيخ,neutral,Arab,حنان الشيخ
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب سيمون بيطون,neutral,Arab,سيمون بيطون
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب سعود السنعوسي,neutral,Arab,سعود السنعوسي
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب تغريد النجار,neutral,Arab,تغريد النجار
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب محمد سعيد جرادة,neutral,Arab,محمد سعيد جرادة
authors,من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب [MASK],من اهم المسروقات هي رسالة تخص نشر كتاب تأملات الفلسفة الاولى للكاتب جانيت لشمت,neutral,Arab,جانيت لشمت
