entity,sentence,culture
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب ليكور,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شامبانيا,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب تاكيلا,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب متّة,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب كَلفادوس,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شيفاس,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب جن,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب تكيلا,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب براندي,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب مشروب كحولي,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب مارتينى,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شنبص,Western
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب بيره,Western
beverage,انا شربت جلاب  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت قشر  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت عيران  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت روم  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت شاي لومي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت خروب  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت متة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت رمان  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت زنجبيل  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت خروب   مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت بابونج  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت زهورات  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت قنقليس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت عرقسوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت عرقوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت كركديه  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت دوم  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت سوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت شربت  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت قونقليز  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Arab
beverage,انا شربت جعة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت كوكوي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت كوكتيل  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت هينيكن  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت شراب الشعير  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت بينيديكتين  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت بيرة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت ليكور  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت شامبانيا  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت تاكيلا  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت متّة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت كَلفادوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت شيفاس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت جن  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت تكيلا  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت براندي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت مشروب كحولي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت مارتينى  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت شنبص  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,انا شربت بيره  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,Western
beverage,الجوعان ياكل الا انا اشرب جلاب,Arab
beverage,الجوعان ياكل الا انا اشرب قشر,Arab
beverage,الجوعان ياكل الا انا اشرب عيران,Arab
beverage,الجوعان ياكل الا انا اشرب روم,Arab
beverage,الجوعان ياكل الا انا اشرب شاي لومي,Arab
beverage,الجوعان ياكل الا انا اشرب خروب,Arab
beverage,الجوعان ياكل الا انا اشرب متة,Arab
beverage,الجوعان ياكل الا انا اشرب رمان,Arab
beverage,الجوعان ياكل الا انا اشرب زنجبيل,Arab
beverage,الجوعان ياكل الا انا اشرب خروب ,Arab
beverage,الجوعان ياكل الا انا اشرب بابونج,Arab
beverage,الجوعان ياكل الا انا اشرب زهورات,Arab
beverage,الجوعان ياكل الا انا اشرب قنقليس,Arab
beverage,الجوعان ياكل الا انا اشرب عرقسوس,Arab
beverage,الجوعان ياكل الا انا اشرب عرقوس,Arab
beverage,الجوعان ياكل الا انا اشرب كركديه,Arab
beverage,الجوعان ياكل الا انا اشرب دوم,Arab
beverage,الجوعان ياكل الا انا اشرب سوس,Arab
beverage,الجوعان ياكل الا انا اشرب شربت,Arab
beverage,الجوعان ياكل الا انا اشرب قونقليز,Arab
beverage,الجوعان ياكل الا انا اشرب جعة,Western
beverage,الجوعان ياكل الا انا اشرب كوكوي,Western
beverage,الجوعان ياكل الا انا اشرب كوكتيل,Western
beverage,الجوعان ياكل الا انا اشرب هينيكن,Western
beverage,الجوعان ياكل الا انا اشرب شراب الشعير,Western
beverage,الجوعان ياكل الا انا اشرب بينيديكتين,Western
beverage,الجوعان ياكل الا انا اشرب بيرة,Western
beverage,الجوعان ياكل الا انا اشرب ليكور,Western
beverage,الجوعان ياكل الا انا اشرب شامبانيا,Western
beverage,الجوعان ياكل الا انا اشرب تاكيلا,Western
beverage,الجوعان ياكل الا انا اشرب متّة,Western
beverage,الجوعان ياكل الا انا اشرب كَلفادوس,Western
